huc8,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,10,bp,ism,m1,spcond,,43938,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,2,m,ism,m1,spcond,,28577,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,3,m,ism,m1,spcond,,28816,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,4,m,ism,m1,spcond,,28984,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,6,m,ism,m1,spcond,,35599,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,7,m,ism,m1,spcond,,37962,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,8,m,ism,m1,spcond,,38285,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,9,m,ism,m1,spcond,,40217,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,11,m,ism,m1,spcond,,44287,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448787,bay722,twqm,main,vadeq,odu,cb7.3,2018-06-07t00:00:00,07:31:00,13,6,9,1,s,ism,m1,spcond,,28621,umhos/cm,f01,,,,,,37.11681,-76.12521
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,1,ap,ism,m1,spcond,,40704,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,13,b,ism,m1,spcond,,46988,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,3,bp,ism,m1,spcond,,45557,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,2,m,ism,m1,spcond,,41804,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,4,m,ism,m1,spcond,,45883,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,5,m,ism,m1,spcond,,46563,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,6,m,ism,m1,spcond,,46897,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,7,m,ism,m1,spcond,,46925,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,8,m,ism,m1,spcond,,46943,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,9,m,ism,m1,spcond,,46955,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,10,m,ism,m1,spcond,,46957,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,11,m,ism,m1,spcond,,46966,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,12,m,ism,m1,spcond,,46973,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448793,bay722,twqm,main,vadeq,odu,cb7.4,2018-06-07t00:00:00,08:59:00,14,2,2,1,s,ism,m1,spcond,,40704,umhos/cm,f01,,,,,,36.9957,-76.02048
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,10,b,ism,m1,spcond,,47316,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,2,m,ism,m1,spcond,,47305,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,3,m,ism,m1,spcond,,47308,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,4,m,ism,m1,spcond,,47310,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,5,m,ism,m1,spcond,,47309,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,6,m,ism,m1,spcond,,47311,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,7,m,ism,m1,spcond,,47312,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,8,m,ism,m1,spcond,,47314,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,9,m,ism,m1,spcond,,47313,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448795,bay722,twqm,main,vadeq,odu,cb7.4n,2018-06-07t00:00:00,08:24:00,11,,,1,s,ism,m1,spcond,,47321,umhos/cm,f01,,,,,,37.06237,-75.99937
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,9,b,ism,m1,spcond,,45913,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,2,m,ism,m1,spcond,,27430,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,3,m,ism,m1,spcond,,27498,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,4,m,ism,m1,spcond,,29606,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,5,m,ism,m1,spcond,,33121,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,6,m,ism,m1,spcond,,44150,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,7,m,ism,m1,spcond,,44782,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,8,m,ism,m1,spcond,,45286,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448797,bay722,twqm,main,vadeq,odu,cb8.1,2018-06-07t00:00:00,10:24:00,10,,,1,s,ism,m1,spcond,,27376,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,13,b,ism,m1,spcond,,47216,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,2,m,ism,m1,spcond,,45100,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,3,m,ism,m1,spcond,,46959,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,4,m,ism,m1,spcond,,47007,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,5,m,ism,m1,spcond,,47072,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,6,m,ism,m1,spcond,,47100,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,7,m,ism,m1,spcond,,47165,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,8,m,ism,m1,spcond,,47173,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,9,m,ism,m1,spcond,,47207,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,10,m,ism,m1,spcond,,47226,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,11,m,ism,m1,spcond,,47221,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,12,m,ism,m1,spcond,,47232,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448800,bay722,twqm,main,vadeq,odu,cb8.1e,2018-06-07t00:00:00,09:34:00,14,,,1,s,ism,m1,spcond,,35885,umhos/cm,f01,,,,,values_fluctuating,36.94737,-76.03494
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,9,b,ism,m1,spcond,,40766,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,2,m,ism,m1,spcond,,26304,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,3,m,ism,m1,spcond,,26670,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,4,m,ism,m1,spcond,,28764,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,5,m,ism,m1,spcond,,29653,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,6,m,ism,m1,spcond,,31740,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,7,m,ism,m1,spcond,,36076,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,8,m,ism,m1,spcond,,38433,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448798,bay723,twqm,main,vadeq,odu,cb8.1,2018-06-25t00:00:00,08:02:00,10,,,1,s,ism,m1,spcond,,25861,umhos/cm,f01,,,,,,36.99542,-76.16772
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,14,b,ism,m1,spcond,,46177,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,2,m,ism,m1,spcond,,28608,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,3,m,ism,m1,spcond,,28823,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,4,m,ism,m1,spcond,,29100,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,5,m,ism,m1,spcond,,29524,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,6,m,ism,m1,spcond,,36911,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,7,m,ism,m1,spcond,,42331,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,8,m,ism,m1,spcond,,43308,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,9,m,ism,m1,spcond,,44217,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,10,m,ism,m1,spcond,,45007,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,11,m,ism,m1,spcond,,45549,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,12,m,ism,m1,spcond,,46107,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,13,m,ism,m1,spcond,,46165,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,448801,bay723,twqm,main,vadeq,odu,cb8.1e,2018-06-25t00:00:00,08:51:00,15,,,1,s,ism,m1,spcond,,28206,umhos/cm,f01,,,,,,36.94737,-76.03494
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,6,ap,ism,m1,spcond,,17500,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,25,b,ism,m1,spcond,,29700,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,14,bp,ism,m1,spcond,,28100,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,1,m,ism,m1,spcond,,17200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,2,m,ism,m1,spcond,,17200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,3,m,ism,m1,spcond,,17200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,5,m,ism,m1,spcond,,17300,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,7,m,ism,m1,spcond,,18200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,8,m,ism,m1,spcond,,21100,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,9,m,ism,m1,spcond,,23100,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,10,m,ism,m1,spcond,,23500,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,11,m,ism,m1,spcond,,25100,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,12,m,ism,m1,spcond,,25300,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,13,m,ism,m1,spcond,,28200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,15,m,ism,m1,spcond,,28800,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,17,m,ism,m1,spcond,,29200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,19,m,ism,m1,spcond,,29600,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,21,m,ism,m1,spcond,,29600,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,23,m,ism,m1,spcond,,29700,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,449248,bay723,twqm,main,mddnr,mddnr,cb5.3,2018-06-25t00:00:00,10:40:00,26.5,7.5,12.5,0.5,s,ism,m1,spcond,,17200,umhos/cm,f01,,,,,,37.91011,-76.17137
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,9,ap,ism,m1,spcond,,20101,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,30,b,ism,m1,spcond,,31669,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,11,bp,ism,m1,spcond,,27254,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,2,m,ism,m1,spcond,,19180,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,3,m,ism,m1,spcond,,19189,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,4,m,ism,m1,spcond,,19199,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,5,m,ism,m1,spcond,,19278,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,6,m,ism,m1,spcond,,19349,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,7,m,ism,m1,spcond,,19384,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,8,m,ism,m1,spcond,,19455,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,10,m,ism,m1,spcond,,21575,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,12,m,ism,m1,spcond,,27921,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,13,m,ism,m1,spcond,,28190,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,14,m,ism,m1,spcond,,28579,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,15,m,ism,m1,spcond,,29087,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,16,m,ism,m1,spcond,,29218,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,17,m,ism,m1,spcond,,29303,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,18,m,ism,m1,spcond,,29531,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,19,m,ism,m1,spcond,,29969,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,20,m,ism,m1,spcond,,30633,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,21,m,ism,m1,spcond,,30878,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,22,m,ism,m1,spcond,,30964,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,23,m,ism,m1,spcond,,31076,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,24,m,ism,m1,spcond,,31204,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,25,m,ism,m1,spcond,,31231,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,26,m,ism,m1,spcond,,31324,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,27,m,ism,m1,spcond,,31350,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,28,m,ism,m1,spcond,,31457,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,29,m,ism,m1,spcond,,31514,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448752,bay723,twqm,main,vadeq,odu,cb5.4,2018-06-26t00:00:00,15:18:00,31,10,10,1,s,ism,m1,spcond,,19292,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,448755,bay723,twqm,main,vadeq,odu,cb5.4w,2018-06-26t00:00:00,16:15:00,5,,,4,b,ism,m1,spcond,,19418,umhos/cm,f01,,,,,,37.81347,-76.29467
02080101,448755,bay723,twqm,main,vadeq,odu,cb5.4w,2018-06-26t00:00:00,16:15:00,5,,,2,m,ism,m1,spcond,,19030,umhos/cm,f01,,,,,,37.81347,-76.29467
02080101,448755,bay723,twqm,main,vadeq,odu,cb5.4w,2018-06-26t00:00:00,16:15:00,5,,,3,m,ism,m1,spcond,,19096,umhos/cm,f01,,,,,,37.81347,-76.29467
02080101,448755,bay723,twqm,main,vadeq,odu,cb5.4w,2018-06-26t00:00:00,16:15:00,5,,,1,s,ism,m1,spcond,,19034,umhos/cm,f01,,,,,,37.81347,-76.29467
02080101,448773,bay723,twqm,main,vadeq,odu,cb7.1,2018-06-26t00:00:00,10:54:00,18,,,17,b,ism,m1,spcond,,31436,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,448773,bay723,twqm,main,vadeq,odu,cb7.1,2018-06-26t00:00:00,10:54:00,18,,,2,m,ism,m1,spcond,,27241,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,448773,bay723,twqm,main,vadeq,odu,cb7.1,2018-06-26t00:00:00,10:54:00,18,,,3,m,ism,m1,spcond,,27254,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,448773,bay723,twqm,main,vadeq,odu,cb7.1,2018-06-26t00:00:00,10:54:00,18,,,4,m,ism,m1,spcond,,27298,umhos/cm,f01,,,,,,37.68346,-75.98966
