Date,Q,Julian,Month,Day,DecYear,MonthSeq,waterYear,Qualifier,i,LogQ,Q7,Q30
1989-08-24,3.39802156424128,51004,8,237,1989.6446347032,1676,1989,A,3616,1.22319336938654,4.34056802194154,4.52691983947255
1989-08-25,2.97326886871112,51005,8,238,1989.64737442922,1676,1989,A,3617,1.08966197676202,4.22730063646683,4.52220036507777
1989-08-26,2.66178355865567,51006,8,239,1989.65011415525,1676,1989,A,3618,0.978996408874502,3.9845848104496,4.31737517634434
1989-08-27,2.46356563407493,51007,8,240,1989.65285388128,1676,1989,A,3619,0.901609745259081,3.55174158738553,3.82749373416622
1989-08-28,2.32198140223154,51008,8,241,1989.65559360731,1676,1989,A,3620,0.842420873868751,3.14316994692319,3.60473454273263
1989-08-29,2.26534770949419,51009,8,242,1989.65833333333,1676,1989,A,3621,0.817728261278379,2.85191095570251,3.4961866316527
1989-08-30,2.06712978491345,51010,8,243,1989.66107305936,1676,1989,A,3622,0.726161067752889,2.59301407461745,3.41312388230458
1989-08-31,1.89722870670138,51011,8,244,1989.66381278539,1676,1989,A,3623,0.640394245995464,2.3786150949689,3.32628555344063
1989-09-01,1.78396132122667,51012,9,245,1989.66655251142,1677,1989,A,3624,0.57883635299603,2.20871401675683,3.24227890921356
1989-09-02,1.64237708938329,51013,9,246,1989.66929223744,1677,1989,A,3625,0.496144637150917,2.06308452114649,3.168655108655
1989-09-03,1.58574339664593,51014,9,247,1989.67203196347,1677,1989,A,3626,0.461053317339647,1.93768134437092,3.10541415176495
1989-09-04,1.44415916480255,51015,9,248,1989.6747716895,1677,1989,A,3627,0.367527259328823,1.81227816759535,3.04972435390655
1989-09-05,1.33089177932784,51016,9,249,1989.67751141553,1677,1989,A,3628,0.285849228314556,1.67878446328587,3.00252960995876
1989-09-06,1.33089177932784,51017,9,250,1989.68025114155,1677,1989,A,3629,0.285849228314556,1.57360760534507,2.96005434040574
1989-09-07,1.33089177932784,51018,9,251,1989.68299086758,1677,1989,A,3630,0.285849228314556,1.49270233000599,2.91569128109481
1989-09-08,1.2459412402218,51019,9,252,1989.68573059361,1677,1989,A,3631,0.219891260522759,1.41584231843387,2.87132822178388
1989-09-09,1.21762439385313,51020,9,253,1989.68847031963,1677,1989,A,3632,0.19690174229806,1.35516336192956,2.83640411126252
1989-09-10,1.21762439385313,51021,9,254,1989.69121004566,1677,1989,A,3633,0.19690174229806,1.30257493295916,2.80148000074115
1989-09-11,1.16099070111577,51022,9,255,1989.69394977169,1677,1989,A,3634,0.149273693308806,1.26212229528962,2.75239746703544
1989-09-12,1.52910970390858,51023,9,256,1989.69668949772,1677,1989,A,3635,0.424685673168772,1.2904391416583,2.67782977159792
1989-09-13,1.64237708938329,51024,9,257,1989.69942922374,1677,1989,A,3636,0.496144637150917,1.33493704309479,2.58344028370233
1989-09-14,1.44415916480255,51025,9,258,1989.70216894977,1677,1989,A,3637,0.367527259328823,1.35111809816261,2.50226532411212
1989-09-15,1.72732762848932,51026,9,259,1989.7049086758,1677,1989,A,3638,0.546575490777809,1.41988758220082,2.43713657746416
1989-09-16,1.67069393575196,51027,9,260,1989.70764840183,1677,1989,A,3639,0.513239070510217,1.48461180247208,2.34463487932649
1989-09-17,1.89722870670138,51028,9,261,1989.71038812785,1677,1989,A,3640,0.640394245995464,1.58169813287898,2.2823378173154
1989-09-18,2.1237634776508,51029,9,262,1989.71312785388,1677,1989,A,3641,0.753189740140808,1.71923710095541,2.20777012187788
1989-09-19,2.88831832960509,51030,9,263,1989.71586757991,1677,1989,A,3642,1.06067443988877,1.9134097617692,2.12093179301393
1989-09-20,8.04198436870437,51031,9,264,1989.71860730594,1677,1989,A,3643,2.0846758647657,2.82763937310078,2.21626517578848
1989-09-21,14.1584231843387,51032,9,265,1989.72134703196,1677,1989,A,3644,2.65030972502669,4.64396280446309,2.54474059366514
1989-09-22,9.31624245529485,51033,9,266,1989.72408675799,1677,1989,A,3645,2.23175937736987,5.72809349400673,2.72596841042467
1989-09-23,5.55010188826076,51034,9,267,1989.72682648402,1677,1989,A,3646,1.71381628583501,6.28229463007942,2.79770442122532
1989-09-24,4.61564595809441,51035,9,268,1989.72956621005,1677,1989,A,3647,1.52945182741126,6.67063995170699,2.85245032420477
1989-09-25,3.96435849161483,51036,9,269,1989.73230593607,1677,1989,A,3648,1.3773440492138,6.933582096559,2.89586948863674
1989-09-26,6.90931051395728,51037,9,270,1989.7350456621,1677,1989,A,3649,1.9328698518977,7.50800955146645,3.04406098463282
1989-09-27,15.4609981172978,51038,9,271,1989.73778538813,1677,1989,A,3650,2.7383206023494,8.56786865840838,3.48202820846836
1989-09-28,11.1002037765215,51039,9,272,1989.74052511416,1677,1989,A,3651,2.40696346639496,8.13098017157735,3.7765234107026
1989-09-29,6.73940943574521,51040,9,273,1989.74326484018,1677,1989,A,3652,1.90797230027597,7.76286116878455,3.93226606573033
1989-09-30,5.3802008100487,51041,9,274,1989.74600456621,1677,1989,A,3653,1.68272569876498,7.73858958618282,4.04836513584191
1989-10-01,4.70059649720044,51042,10,275,1989.74874429224,1678,1990,A,3654,1.54768941496104,7.75072537748369,4.14558630837437
1989-10-02,6.31465674021505,51043,10,276,1989.75148401826,1678,1990,A,3655,1.84287339806462,8.08648227014086,4.30132896340209
1989-10-03,11.0435700837842,51044,10,277,1989.75422374429,1678,1990,A,3656,2.40184836572819,8.67709078011613,4.61658985297336
1989-10-04,10.533866849148,51045,10,278,1989.75696347032,1678,1990,A,3657,2.35459548087764,7.97321488466615,4.91958010911821
1989-10-05,7.02257789943198,51046,10,279,1989.75970319635,1678,1990,A,3658,1.94913037276948,7.39069690222479,5.10930297978835
1989-10-06,5.52178504189208,51047,10,280,1989.76244292237,1678,1990,A,3659,1.70870118516824,7.21675056024577,5.24899942187382
1989-10-07,4.81386388267515,51048,10,281,1989.7651826484,1678,1990,A,3660,1.57150006365476,7.13584528490669,5.3650984919854
1989-10-08,4.38911118714499,51049,10,282,1989.76792237443,1678,1990,A,3661,1.47912674352374,7.0913473834702,5.46987082354951
1989-10-09,4.04930903072086,51050,10,283,1989.77066210046,1678,1990,A,3662,1.39854625686441,6.76772628211389,5.5642603114451
1989-10-10,3.73782372066541,51051,10,284,1989.77340182648,1678,1990,A,3663,1.31850354919087,5.72404823023978,5.64826695567217
1989-10-11,3.53960579608467,51052,10,285,1989.77614155251,1678,1990,A,3664,1.2640153639068,4.72486807980216,5.72755412550447
1989-10-12,3.36970471787261,51053,10,286,1989.77888127854,1678,1990,A,3665,1.21482511971603,4.20302905386511,5.78890729263661
1989-10-13,3.17148679329186,51054,10,287,1989.78162100457,1678,1990,A,3666,1.15420049789959,3.86727216120794,5.83987761610023
1989-10-14,3.05821940781715,51055,10,288,1989.78436073059,1678,1990,A,3667,1.11783285372872,3.61646580765679,5.89367962420071
1989-10-15,2.91663517597377,51056,10,289,1989.78710045662,1678,1990,A,3668,1.07043061483413,3.40611209177519,5.93332320911686
1989-10-16,2.7467340977617,51057,10,290,1989.78984018265,1678,1990,A,3669,1.01041260510788,3.22002995849531,5.96919121451719
1989-10-17,2.63346671228699,51058,10,291,1989.79257990868,1678,1990,A,3670,0.968301119757754,3.06226467158411,5.99373248137004
1989-10-18,2.69010040502435,51059,10,292,1989.7953196347,1678,1990,A,3671,0.989578518205039,2.94090675857549,6.01261037894916
1989-10-19,3.2564373323979,51060,10,293,1989.79805936073,1678,1990,A,3672,1.18063375496775,2.92472570350768,6.02488101237559
1989-10-20,5.01208180725589,51061,10,294,1989.80079908676,1678,1990,A,3673,1.61185135917833,3.18766784835968,5.9238842603273
1989-10-21,8.43842021786585,51062,10,295,1989.80353881279,1678,1990,A,3674,2.1327951131099,3.95626796408092,5.73321749477821
1989-10-22,8.29683598602247,51063,10,296,1989.80627853881,1678,1990,A,3675,2.11587423562157,4.72486807980217,5.6992372791358
1989-10-23,5.91822089105357,51064,10,297,1989.80901826484,1678,1990,A,3676,1.77803587856931,5.177937621701,5.71150791256222
1989-10-24,4.89881442178118,51065,10,298,1989.81175799087,1678,1990,A,3677,1.58899322110228,5.50155872305732,5.72094686135178
1989-10-25,4.41742803351367,51066,10,299,1989.8144977169,1678,1990,A,3678,1.48555763385403,5.7483198128415,5.73604917941508
1989-10-26,4.13425956982689,51067,10,300,1989.81723744292,1678,1990,A,3679,1.41930824831283,5.87372298961707,5.6435474812774
1989-10-27,3.90772479887748,51068,10,301,1989.81997716895,1678,1990,A,3680,1.3629553117617,5.71595770270587,5.25843837066338
1989-10-28,3.73782372066541,51069,10,302,1989.82271689498,1678,1990,A,3681,1.31850354919087,5.04444391739152,5.01302570213485
1989-10-29,3.56792264245335,51070,10,303,1989.825456621,1678,1990,A,3682,1.27198353355598,4.36888486831022,4.90730947569179
1989-10-30,3.42633841060996,51071,10,304,1989.82819634703,1678,1990,A,3683,1.23149217220124,4.01290165681828,4.84218072904383
1989-10-31,3.51128894971599,51072,10,305,1989.83093607306,1678,1990,A,3684,1.25598319220953,3.81468373223753,4.80253714412768
1989-11-01,3.85109110614012,51073,11,306,1989.83367579909,1679,1990,A,3685,1.34835651234055,3.73377845689846,4.72041828965852
1989-11-02,3.93604164524615,51074,11,307,1989.83641552511,1679,1990,A,3686,1.37017555973519,3.70546161052978,4.48350067504058
1989-11-03,3.85109110614012,51075,11,308,1989.83915525114,1679,1990,A,3687,1.34835651234055,3.69737108299587,4.26074148360699
1989-11-04,3.85109110614012,51076,11,309,1989.84189497717,1679,1990,A,3688,1.34835651234055,3.71355213806369,4.15502525716392
1989-11-05,3.73782372066541,51077,11,310,1989.8446347032,1679,1990,A,3689,1.31850354919087,3.73782372066541,4.0955598797897
1989-11-06,3.59623948882202,51078,11,311,1989.84737442922,1679,1990,A,3690,1.27988871306309,3.76209530326713,4.0549723999946
1989-11-07,3.51128894971599,51079,11,312,1989.85011415525,1679,1990,A,3691,1.25598319220953,3.76209530326713,4.02571165874696
1989-11-08,3.53960579608467,51080,11,313,1989.85285388128,1679,1990,A,3692,1.2640153639068,3.71759740183064,4.00872155092576
1989-11-09,4.92713126814986,51081,11,314,1989.85559360731,1679,1990,A,3693,1.59475692581903,3.85918163367403,4.04836513584191
1989-11-10,8.52337075697188,51082,11,315,1989.85833333333,1679,1990,A,3694,2.14281189135337,4.52665015522142,4.21449063453815
1989-11-11,7.95703382959834,51083,11,316,1989.86107305936,1679,1990,A,3695,2.07405629593824,5.11321340142974,4.36740160492901
1989-11-12,5.94653773742224,51084,11,317,1989.86381278539,1679,1990,A,3696,1.78280915732197,5.42874397525214,4.45990330306668
1989-11-13,5.09703234636192,51085,11,318,1989.86655251142,1679,1990,A,3697,1.62865847749471,5.6431429549007,4.52786373435151
1989-11-14,4.64396280446309,51086,11,319,1989.86929223744,1679,1990,A,3698,1.5355680544287,5.80495350557886,4.58544132196782
1989-11-15,4.44574487988234,51087,11,320,1989.87203196347,1679,1990,A,3699,1.49194743195281,5.93440194612138,4.64207501470517
1989-11-16,4.41742803351367,51088,11,321,1989.8747716895,1679,1990,A,3700,1.48555763385403,5.86158719831621,4.7015403920794
1989-11-17,4.67227965083176,51089,11,322,1989.87751141553,1679,1990,A,3701,1.54164710050508,5.31143132601048,4.76761303360631
1989-11-18,4.58732911172573,51090,11,323,1989.88025114155,1679,1990,A,3702,1.52329796183688,4.83004493774297,4.81197609291724
1989-11-19,4.16257641619557,51091,11,324,1989.88299086758,1679,1990,A,3703,1.42613421338323,4.57519332042487,4.78365924654856
1989-11-20,3.90772479887748,51092,11,325,1989.88573059361,1679,1990,A,3704,1.3629553117617,4.40529224221281,4.63263606591561
1989-11-21,3.79445741340277,51093,11,326,1989.88847031963,1679,1990,A,3705,1.33354142655541,4.28393432920419,4.48255678016163
1989-11-22,3.6245563351907,51094,11,327,1989.89121004566,1679,1990,A,3706,1.28773189052411,4.16662167996252,4.4061012949662
1989-11-23,3.56792264245335,51095,11,328,1989.89394977169,1679,1990,A,3707,1.27198353355598,4.04526376695391,4.36173823565527
1989-11-24,3.6245563351907,51096,11,329,1989.89668949772,1679,1990,A,3708,1.28773189052411,3.89558900757661,4.3353091790445
1989-11-25,3.48297210334731,51097,11,330,1989.89942922374,1679,1990,A,3709,1.24788598197692,3.73782372066541,4.31359959682852
1989-11-26,3.59623948882202,51098,11,331,1989.90216894977,1679,1990,A,3710,1.27988871306309,3.65691844532633,4.30321675316
1989-11-27,3.99267533798351,51099,11,332,1989.9049086758,1679,1990,A,3711,1.38446151698267,3.66905423662719,4.31171180707061
1989-11-28,4.19089326256425,51100,11,333,1989.90764840183,1679,1990,A,3712,1.43291390036861,3.72568792936455,4.33247749440764
1989-11-29,4.13425956982689,51101,11,334,1989.91038812785,1679,1990,A,3713,1.41930824831283,3.79850267716972,4.35607486638153
1989-11-30,3.90772479887748,51102,11,335,1989.91312785388,1679,1990,A,3714,1.3629553117617,3.84704584237317,4.36928939468692
1989-12-01,3.65287318155938,51103,12,336,1989.91586757991,1680,1990,A,3715,1.29551403096617,3.85109110614012,4.36268213053422
1989-12-02,3.51128894971599,51104,12,337,1989.91860730594,1680,1990,A,3716,1.25598319220953,3.85513636990707,4.34852370734989
1989-12-03,3.36970471787261,51105,12,338,1989.92134703196,1680,1990,A,3717,1.21482511971603,3.82277425977144,4.33247749440763
1989-12-04,3.2564373323979,51106,12,339,1989.92408675799,1680,1990,A,3718,1.18063375496775,3.71759740183064,4.31265570194956
1989-12-05,3.11485310055451,51107,12,340,1989.92682648402,1680,1990,A,3719,1.13618199239691,3.56387737868639,4.29189001461253
1989-12-06,3.14316994692319,51108,12,341,1989.92956621005,1680,1990,A,3720,1.14523182791683,3.42229314684301,4.27678769654924
1989-12-07,3.05821940781715,51109,12,342,1989.93230593607,1680,1990,A,3721,1.11783285372872,3.30093523383439,4.26168537848594
1989-12-08,2.91663517597377,51110,12,343,1989.9350456621,1680,1990,A,3722,1.07043061483413,3.19575837589359,4.24091969114891
1989-12-09,2.88831832960509,51111,12,344,1989.93778538813,1680,1990,A,3723,1.06067443988877,3.1067625730206,4.17295925986409
1989-12-10,2.97326886871112,51112,12,345,1989.94052511416,1680,1990,A,3724,1.08966197676202,3.05012888028325,3.98795586358873
1989-12-11,2.80336779049906,51113,12,346,1989.94326484018,1680,1990,A,3725,1.03082147673909,2.98540466001198,3.81616699561875
1989-12-12,2.77505094413038,51114,12,347,1989.94600456621,1680,1990,A,3726,1.02066910527507,2.93686149480854,3.71045076917569
1989-12-13,2.94495202234245,51115,12,348,1989.94874429224,1680,1990,A,3727,1.08009252574587,2.90854464843986,3.63871475837504
1989-12-14,3.0015857150798,51116,12,349,1989.95148401826,1680,1990,A,3728,1.09914072071656,2.90045412090595,3.5839688553956
1989-12-15,2.80336779049906,51117,12,350,1989.95422374429,1680,1990,A,3729,1.03082147673909,2.88427306583814,3.52922295241615
1989-12-16,2.80336779049906,51118,12,351,1989.95696347032,1680,1990,A,3730,1.03082147673909,2.87213727453727,3.47542094431567
1989-12-17,2.88831832960509,51119,12,352,1989.95970319635,1680,1990,A,3731,1.06067443988877,2.86000148323641,3.41595556694145
1989-12-18,3.05821940781715,51120,12,353,1989.96244292237,1680,1990,A,3732,1.11783285372872,2.896408857139,3.36498524347783
1989-12-19,2.60514986591832,51121,12,354,1989.9651826484,1680,1990,A,3733,0.957490203653538,2.87213727453727,3.31307102513525
1989-12-20,2.52019932681228,51122,12,355,1989.96792237443,1680,1990,A,3734,0.924337996336637,2.81145831803297,3.26682017606641
1989-12-21,2.3786150949689,51123,12,356,1989.97066210046,1680,1990,A,3735,0.866518425447811,2.72246251515998,3.21962543211862
1989-12-22,2.06712978491345,51124,12,357,1989.97340182648,1680,1990,A,3736,0.726161067752889,2.61728565721918,3.16771121377604
1989-12-23,2.35029824860022,51125,12,358,1989.97614155251,1680,1990,A,3737,0.854542234401096,2.55256143694792,3.12712373398094
1989-12-24,2.3786150949689,51126,12,359,1989.97888127854,1680,1990,A,3738,0.866518425447811,2.47974668914275,3.08559235930688
1989-12-25,2.40693194133758,51127,12,360,1989.98162100457,1680,1990,A,3739,0.878352883094814,2.38670562250281,3.04972435390655
1989-12-26,2.26534770949419,51128,12,361,1989.98436073059,1680,1990,A,3740,0.817728261278379,2.33816245729936,3.00536129459562
1989-12-27,2.1237634776508,51129,12,362,1989.98710045662,1680,1990,A,3741,0.753189740140808,2.281528764562,2.94306423258453
1989-12-28,2.06712978491345,51130,12,363,1989.98984018265,1680,1990,A,3742,0.726161067752889,2.23703086312551,2.87227211666284
1989-12-29,2.06712978491345,51131,12,364,1989.99257990868,1680,1990,A,3743,0.726161067752889,2.23703086312551,2.80336779049906
1989-12-30,2.1237634776508,51132,12,365,1989.9953196347,1680,1990,A,3744,0.753189740140808,2.20466875298988,2.74390241312484
1989-12-31,2.60514986591832,51133,12,366,1989.99805936073,1680,1990,A,3745,0.957490203653538,2.23703086312551,2.70897830260347
1990-01-01,10.9019858519408,51134,1,1,1990.00079908676,1681,1990,A,3746,2.38894496089228,3.45060999321168,2.95533486601096
1990-01-02,18.3776332932716,51135,1,2,1990.00353881279,1681,1990,A,3747,2.91113434330859,5.75236507660846,3.45559915185759
1990-01-03,9.99584676814311,51136,1,3,1990.00627853881,1681,1990,A,3748,2.30216968353779,6.87694840382164,3.6802461330491
1990-01-04,6.96594420669463,51137,1,4,1990.00901826484,1681,1990,A,3749,1.94103316253686,7.57677903550467,3.8086158365871
1990-01-05,6.37129043295241,51138,1,5,1990.01175799087,1681,1990,A,3750,1.85180202880892,8.19165912808166,3.91621985278808
1990-01-06,6.05980512289695,51139,1,6,1990.0144977169,1681,1990,A,3751,1.80167764162635,8.75395079168826,4.01627270995741
1990-01-07,5.63505242736679,51140,1,7,1990.01723744292,1681,1990,A,3752,1.72900645132899,9.18679401475232,4.10688661833717
1990-01-08,5.35188396368002,51141,1,8,1990.01997716895,1681,1990,A,3753,1.67744864166414,8.39392231642936,4.18900547280634
1990-01-09,6.82435997485124,51142,1,9,1990.02271689498,1681,1990,A,3754,1.92049856009515,6.74345469951216,4.31737517634434
1990-01-10,8.58000444970924,51143,1,10,1990.025456621,1681,1990,A,3755,2.14943443211387,6.54119151116447,4.50992973165135
1990-01-11,7.47564744133082,51144,1,11,1990.02819634703,1681,1990,A,3756,2.01165072975081,6.61400625896964,4.66661628155803
1990-01-12,6.2580230474777,51145,1,12,1990.03093607306,1681,1990,A,3757,1.83386432812225,6.59782520390182,4.77705198239587
1990-01-13,5.49346819552341,51146,1,13,1990.03367579909,1681,1990,A,3758,1.70355978566783,6.51691992856275,4.86011473174399
1990-01-14,4.84218072904383,51147,1,14,1990.03641552511,1681,1990,A,3759,1.57736518310716,6.40365254308804,4.92807516302882
1990-01-15,4.47406172625102,51148,1,15,1990.03915525114,1681,1990,A,3760,1.49829665963146,6.27824936631246,4.98376496088721
1990-01-16,4.36079434077631,51149,1,16,1990.04189497717,1681,1990,A,3761,1.47265422901813,5.92631141858747,5.03284749459292
1990-01-17,4.2475269553016,51150,1,17,1990.0446347032,1681,1990,A,3762,1.44633692070075,5.30738606224353,5.07249107950907
1990-01-18,4.13425956982689,51151,1,18,1990.04737442922,1681,1990,A,3763,1.41930824831283,4.83004493774297,5.12346140297269
1990-01-19,4.04930903072086,51152,1,19,1990.05011415525,1681,1990,A,3764,1.39854625686441,4.51451436392056,5.17443172643631
1990-01-20,3.85109110614012,51153,1,20,1990.05285388128,1681,1990,A,3765,1.34835651234055,4.27988906543723,5.22351426014202
1990-01-21,3.79445741340277,51154,1,21,1990.05559360731,1681,1990,A,3766,1.33354142655541,4.13021430605994,5.28109184775833
1990-01-22,3.85109110614012,51155,1,22,1990.05833333333,1681,1990,A,3767,1.34835651234055,4.04121850318695,5.33111827634299
1990-01-23,3.73782372066541,51156,1,23,1990.06107305936,1681,1990,A,3768,1.31850354919087,3.95222270031397,5.37642523053287
1990-01-24,3.56792264245335,51157,1,24,1990.06381278539,1681,1990,A,3769,1.27198353355598,3.85513636990707,5.41512492057007
1990-01-25,4.13425956982689,51158,1,25,1990.06655251142,1681,1990,A,3770,1.41930824831283,3.85513636990707,5.47742198258116
1990-01-26,10.3356489245672,51159,1,26,1990.06929223744,1681,1990,A,3771,2.33559898018699,4.75318492617084,5.75115149747837
1990-01-27,14.7247601117122,51160,1,27,1990.07203196347,1681,1990,A,3772,2.68953043817997,6.30656621268114,6.17307250837166
1990-01-28,9.76931199719369,51161,1,28,1990.0747716895,1681,1990,A,3773,2.27924604363586,7.16011686750842,6.42981191544767
1990-01-29,7.16416213127537,51162,1,29,1990.07751141553,1681,1990,A,3774,1.96909111533202,7.63341272824202,6.59782520390183
1990-01-30,6.8809936675886,51163,1,30,1990.08025114155,1681,1990,A,3775,1.92876306994505,8.08243700637391,6.74035333062417
1990-01-31,7.16416213127537,51164,1,31,1990.08299086758,1681,1990,A,3776,1.96909111533202,8.59618550477705,6.61575920660199
1990-02-01,6.20138935474034,51165,2,32,1990.08573059361,1682,1990,A,3777,1.824773356421,8.89148975976469,6.20988440865094
1990-02-02,5.57841873462944,51166,2,33,1990.08847031963,1682,1990,A,3778,1.71890535534249,8.21188544691643,6.06263680753382
1990-02-03,5.29525027094267,51167,2,34,1990.09121004566,1682,1990,A,3779,1.66681024345908,6.86481261252078,6.00694700967542
1990-02-04,5.18198288546796,51168,2,35,1990.09394977169,1682,1990,A,3780,1.64518777944592,6.20947988227425,5.96730342475927
1990-02-05,5.43683450278605,51169,2,36,1990.09668949772,1682,1990,A,3781,1.69319699863228,5.96271879249006,5.94653773742224
1990-02-06,5.15366603909928,51170,2,37,1990.09942922374,1682,1990,A,3782,1.63970831368129,5.71595770270587,5.93049152447999
1990-02-07,4.78554703630647,51171,2,38,1990.10216894977,1682,1990,A,3783,1.56560034152757,5.37615554628174,5.91161362690088
1990-02-08,4.55901226535705,51172,2,39,1990.1049086758,1682,1990,A,3784,1.51710599158896,5.14153024779842,5.8361020365844
1990-02-09,4.36079434077631,51173,2,40,1990.10764840183,1682,1990,A,3785,1.47265422901813,4.9675839058194,5.69546169961997
1990-02-10,4.41742803351367,51174,2,41,1990.11038812785,1682,1990,A,3786,1.48555763385403,4.84218072904383,5.59352105269273
1990-02-11,5.32356711731134,51175,2,42,1990.11312785388,1682,1990,A,3787,1.67214358943445,4.8624070478786,5.56237252168719
1990-02-12,5.23861657820531,51176,2,43,1990.11586757991,1682,1990,A,3788,1.65605745168282,4.83409020150992,5.55387746777659
1990-02-13,4.67227965083176,51177,2,44,1990.11860730594,1682,1990,A,3789,1.54164710050508,4.7653207174717,5.54821409850285
1990-02-14,4.36079434077631,51178,2,45,1990.12134703196,1682,1990,A,3790,1.47265422901813,4.7046417609674,5.54443851898703
1990-02-15,4.13425956982689,51179,2,46,1990.12408675799,1682,1990,A,3791,1.41930824831283,4.64396280446309,5.53688735995538
1990-02-16,4.02099218435219,51180,2,47,1990.12682648402,1682,1990,A,3792,1.39152868420576,4.59541963925964,5.52933620092373
1990-02-17,4.10594272345822,51181,2,48,1990.12956621005,1682,1990,A,3793,1.41243536902507,4.55092173782315,5.52839230604478
1990-02-18,3.82277425977144,51182,2,49,1990.13230593607,1682,1990,A,3794,1.34097640504293,4.33652275817459,5.52084114701313
1990-02-19,3.68119002792806,51183,2,50,1990.1350456621,1682,1990,A,3795,1.30323607706008,4.11403325099212,5.51517777773939
1990-02-20,3.6245563351907,51184,2,51,1990.13778538813,1682,1990,A,3796,1.28773189052411,3.96435849161483,5.50951440846566
1990-02-21,3.39802156424128,51185,2,52,1990.14052511416,1682,1990,A,3797,1.22319336938654,3.8268195235384,5.49441209040236
1990-02-22,3.2564373323979,51186,2,53,1990.14326484018,1682,1990,A,3798,1.18063375496775,3.70141634676283,5.47836587746011
1990-02-23,3.42633841060996,51187,2,54,1990.14600456621,1682,1990,A,3799,1.23149217220124,3.61646580765679,5.47364640306533
1990-02-24,3.73782372066541,51188,2,55,1990.14874429224,1682,1990,A,3800,1.31850354919087,3.56387737868639,5.46043187475995
1990-02-25,3.65287318155938,51189,2,56,1990.15148401827,1682,1990,A,3801,1.29551403096617,3.53960579608467,5.23767268332635
1990-02-26,3.11485310055451,51190,2,57,1990.15422374429,1682,1990,A,3802,1.13618199239691,3.45870052074559,4.85067578295443
1990-02-27,2.91663517597377,51191,2,58,1990.15696347032,1682,1990,A,3803,1.07043061483413,3.35756892657174,4.6222532222471
1990-02-28,3.08653625418583,51192,2,59,1990.15970319635,1682,1990,A,3804,1.12704950883364,3.31307102513525,4.48633235967745
1990-03-01,3.11485310055451,51193,3,61,1990.16244292237,1683,1990,A,3805,1.13618199239691,3.29284470630048,4.36079434077631
1990-03-02,2.97326886871112,51194,3,62,1990.1651826484,1683,1990,A,3806,1.08966197676202,3.22812048602922,4.22109789869084
1990-03-03,3.14316994692319,51195,3,63,1990.16792237443,1683,1990,A,3807,1.14523182791683,3.14316994692319,4.1191572517636
1990-03-04,3.22812048602922,51196,3,64,1990.17066210046,1683,1990,A,3808,1.17190007499899,3.08249099041888,4.04081397681026
1990-03-05,2.94495202234245,51197,3,65,1990.17340182648,1683,1990,A,3809,1.08009252574587,3.05821940781715,3.96247070185692
1990-03-06,2.80336779049906,51198,3,66,1990.17614155251,1683,1990,A,3810,1.03082147673909,3.04203835274934,3.88318353202462
1990-03-07,2.71841725139303,51199,3,67,1990.17888127854,1683,1990,A,3811,1.00004981807233,2.98944992377894,3.79256962364485
1990-03-08,2.57683301954964,51200,3,68,1990.18162100457,1683,1990,A,3812,0.946561133121348,2.91258991220681,3.70667518965987
1990-03-09,2.57683301954964,51201,3,69,1990.18436073059,1683,1990,A,3813,0.946561133121348,2.85595621946946,3.63305138910131
1990-03-10,2.7467340977617,51202,3,70,1990.18710045662,1683,1990,A,3814,1.01041260510788,2.7993225267321,3.57264211684813
1990-03-11,2.80336779049906,51203,3,71,1990.18984018265,1683,1990,A,3815,1.03082147673909,2.7386435702278,3.52072789850555
1990-03-12,2.71841725139303,51204,3,72,1990.19257990868,1683,1990,A,3816,1.00004981807233,2.70628146009216,3.4640942057682
1990-03-13,2.69010040502435,51205,3,73,1990.1953196347,1683,1990,A,3817,0.989578518205039,2.69010040502435,3.3763119820253
1990-03-14,2.66178355865567,51206,3,74,1990.19805936073,1683,1990,A,3818,0.978996408874502,2.68200987749044,3.29041754804031
1990-03-15,2.63346671228699,51207,3,75,1990.20079908676,1683,1990,A,3819,0.968301119757754,2.69010040502435,3.22245711675548
1990-03-16,2.54851617318096,51208,3,76,1990.20353881279,1683,1990,A,3820,0.935511296934763,2.6860551412574,3.1620478445023
1990-03-17,2.71841725139303,51209,3,77,1990.20627853881,1683,1990,A,3821,1.00004981807233,2.68200987749044,3.11485310055451
1990-03-18,6.2580230474777,51210,3,78,1990.20901826484,1683,1990,A,3822,1.83386432812225,3.17553205705882,3.18942079599203
1990-03-19,9.11802453071411,51211,3,79,1990.21175799087,1683,1990,A,3823,2.21025317214891,4.0897616683904,3.35649018956722
1990-03-20,6.93762736032595,51212,3,80,1990.2144977169,1683,1990,A,3824,1.93695983714922,4.69655123343349,3.46031862625237
1990-03-21,6.20138935474034,51213,3,81,1990.21723744292,1683,1990,A,3825,1.824773356421,5.20220920430273,3.54432527047945
1990-03-22,5.60673558099812,51214,3,82,1990.21997716895,1683,1990,A,3826,1.72396865729903,5.62696189983289,3.61039791200636
1990-03-23,4.92713126814986,51215,3,83,1990.22271689498,1683,1990,A,3827,1.59475692581903,5.96676405625702,3.66136823546998
1990-03-24,4.53069541898838,51216,3,84,1990.225456621,1683,1990,A,3828,1.51087544183832,6.22566093734206,3.703843505023
1990-03-25,4.41742803351367,51217,3,85,1990.22819634703,1683,1990,A,3829,1.48555763385403,5.96271879249006,3.73687982578646
