huc8,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude,tierlevel
2080101,450746,bay734,twqm,main,vadeq,odu,cb6.4,2018-12-12t00:00:00,07:52:00,10,8,8,9,b,d,s1,chla,"",7.9032,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.23653,-76.20799,t3
2080101,450752,bay734,twqm,main,vadeq,odu,cb7.1s,2018-12-12t00:00:00,10:58:00,16,,,15,b,d,s1,chla,"",7.5828,ug/l,l01,odu,"",,,could_not_centrifuge_sample_because_tube_broke_near_cap_and_extract_would_have_been_lost_in_centrifuge._filtered_extract_twice._a_replicate_sample_was_analyzed_and_results_matched.,37.58124,-76.05799,t3
2080101,450745,bay732,twqm,main,vadeq,odu,cb6.4,2018-11-20t00:00:00,09:03:00,10,4,4,1,s,d,s1,chla,"",8.6508,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,450754,bay734,twqm,main,vadeq,odu,cb7.2,2018-12-12t00:00:00,09:50:00,21,,,20,b,d,s1,chla,"",10.413,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,450747,bay732,twqm,main,vadeq,odu,cb7.1,2018-11-19t00:00:00,11:03:00,19,,,1,s,d,s1,chla,"",11.8548,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,450745,bay732,twqm,main,vadeq,odu,cb6.4,2018-11-20t00:00:00,09:03:00,10,4,4,5,bp,d,s1,chla,"",6.1944,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,450751,bay732,twqm,main,vadeq,odu,cb7.1s,2018-11-19t00:00:00,10:22:00,13,,,1,s,d,s1,chla,"",12.0684,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,450745,bay732,twqm,main,vadeq,odu,cb6.4,2018-11-20t00:00:00,09:03:00,10,4,4,9,b,d,s1,chla,"",5.9808,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,450746,bay734,twqm,main,vadeq,odu,cb6.4,2018-12-12t00:00:00,07:52:00,10,8,8,9,bp,d,s1,chla,"",8.2236,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.23653,-76.20799,t3
2080101,450747,bay732,twqm,main,vadeq,odu,cb7.1,2018-11-19t00:00:00,11:03:00,19,,,18,b,d,s1,chla,"",5.4468,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,450751,bay732,twqm,main,vadeq,odu,cb7.1s,2018-11-19t00:00:00,10:22:00,13,,,12,b,d,s1,chla,"",5.2332,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,450752,bay734,twqm,main,vadeq,odu,cb7.1s,2018-12-12t00:00:00,10:58:00,16,,,1,s,d,s1,chla,"",13.6704,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,450755,bay732,twqm,main,vadeq,odu,cb7.2e,2018-11-12t00:00:00,13:12:00,13,,,1,s,d,s1,chla,"",14.2044,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,450755,bay732,twqm,main,vadeq,odu,cb7.2e,2018-11-12t00:00:00,13:12:00,13,,,12,b,d,s1,chla,"",9.2916,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,450757,bay732,twqm,main,vadeq,odu,cb7.3,2018-11-12t00:00:00,11:17:00,14,8,9,7,ap,d,s1,chla,"",11.8548,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450748,bay734,twqm,main,vadeq,odu,cb7.1,2018-12-12t00:00:00,11:43:00,18,,,1,s,d,s1,chla,"",18.156,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,450744,bay734,twqm,main,vadeq,odu,cb6.3,2018-12-13t00:00:00,11:10:00,12,7,7,11,b,d,s1,chla,"",8.1168,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,450760,bay734,twqm,main,vadeq,odu,cb7.3e,2018-12-13t00:00:00,12:16:00,22,,,1,s,d,s1,chla,"",21.7872,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,450753,bay732,twqm,main,vadeq,odu,cb7.2,2018-11-19t00:00:00,09:26:00,21,,,1,s,d,s1,chla,"",10.146,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,450757,bay732,twqm,main,vadeq,odu,cb7.3,2018-11-12t00:00:00,11:17:00,14,8,9,10,bp,d,s1,chla,"",9.078,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,12,b,d,s1,chla,"",7.1556,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450759,bay732,twqm,main,vadeq,odu,cb7.3e,2018-11-12t00:00:00,12:04:00,20,18,18,1,s,d,s1,chla,"",14.952,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,450753,bay732,twqm,main,vadeq,odu,cb7.2,2018-11-19t00:00:00,09:26:00,21,,,20,b,d,s1,chla,"",7.2624,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,450756,bay734,twqm,main,vadeq,odu,cb7.2e,2018-12-12t00:00:00,09:22:00,13,,,12,b,d,s1,chla,"",9.8256,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,450754,bay734,twqm,main,vadeq,odu,cb7.2,2018-12-12t00:00:00,09:50:00,21,,,1,s,d,s1,chla,"",15.0855,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,450760,bay734,twqm,main,vadeq,odu,cb7.3e,2018-12-13t00:00:00,12:16:00,22,,,21,b,d,s1,chla,"",8.6508,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,450757,bay732,twqm,main,vadeq,odu,cb7.3,2018-11-12t00:00:00,11:17:00,14,8,9,13,b,d,s1,chla,"",8.3304,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,4,ap,d,s1,chla,"",14.7384,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,1,s,d,s1,chla,"",16.7676,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,6,bp,d,s1,chla,"",8.544,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450759,bay732,twqm,main,vadeq,odu,cb7.3e,2018-11-12t00:00:00,12:04:00,20,18,18,19,b,d,s1,chla,"",9.612,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,450761,bay732,twqm,main,vadeq,odu,cb7.4,2018-11-12t00:00:00,09:46:00,15,6,7,5,ap,d,s1,chla,"",13.5636,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450761,bay732,twqm,main,vadeq,odu,cb7.4,2018-11-12t00:00:00,09:46:00,15,6,7,14,b,d,s1,chla,"",6.8352,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450756,bay734,twqm,main,vadeq,odu,cb7.2e,2018-12-12t00:00:00,09:22:00,13,,,1,s,d,s1,chla,"",14.5248,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,2,ap,d,s1,chla,"",10.68,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450757,bay732,twqm,main,vadeq,odu,cb7.3,2018-11-12t00:00:00,11:17:00,14,8,9,1,s,d,s1,chla,"",19.224,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,450763,bay732,twqm,main,vadeq,odu,cb7.4n,2018-11-12t00:00:00,10:28:00,11,,,10,b,d,s1,chla,"",17.8356,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450761,bay732,twqm,main,vadeq,odu,cb7.4,2018-11-12t00:00:00,09:46:00,15,6,7,1,s,d,s1,chla,"",13.1364,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,5,bp,d,s1,chla,"",7.3692,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,14,b,d,s1,chla,"",7.0488,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450763,bay732,twqm,main,vadeq,odu,cb7.4n,2018-11-12t00:00:00,10:28:00,11,,,1,s,d,s1,chla,"",12.3888,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450763,bay732,twqm,main,vadeq,odu,cb7.4n,2018-11-12t00:00:00,10:28:00,11,,,1,s,d,s2,chla,"",12.1752,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,,,1,s,d,s1,chla,"",4.3788,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450761,bay732,twqm,main,vadeq,odu,cb7.4,2018-11-12t00:00:00,09:46:00,15,6,7,8,bp,d,s1,chla,"",6.408,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,,,9,b,d,s1,chla,"",7.6896,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,1,s,d,s1,chla,"",7.3692,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,450763,bay732,twqm,main,vadeq,odu,cb7.4n,2018-11-12t00:00:00,10:28:00,11,,,10,b,d,s2,chla,"",19.0905,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,,,9,b,d,s2,chla,"",7.6896,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450765,bay732,twqm,main,vadeq,odu,cb8.1,2018-11-12t00:00:00,08:31:00,9,,,8,b,d,s1,chla,"",11.748,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,450766,bay734,twqm,main,vadeq,odu,cb8.1,2018-12-13t00:00:00,15:50:00,9,,,1,s,d,s1,chla,"",15.8865,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,450768,bay734,twqm,main,vadeq,odu,cb8.1e,2018-12-13t00:00:00,15:08:00,14,,,13,b,d,s1,chla,"",7.6896,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,450768,bay734,twqm,main,vadeq,odu,cb8.1e,2018-12-13t00:00:00,15:08:00,14,,,1,s,d,s1,chla,"",8.1168,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,450765,bay732,twqm,main,vadeq,odu,cb8.1,2018-11-12t00:00:00,08:31:00,9,,,1,s,d,s1,chla,"",18.2628,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,450773,bay732,twqm,main,vadeq,odu,le3.6,2018-11-13t00:00:00,07:54:00,9,,,8,b,d,s1,chla,"",13.0296,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,450774,bay734,twqm,main,vadeq,odu,le3.6,2018-12-13t00:00:00,09:18:00,10,,,9,b,d,s1,chla,"",13.617,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,450784,bay734,twqm,main,vadeq,odu,we4.3,2018-12-11t00:00:00,13:26:00,5,,,1,s,d,s1,chla,"",11.748,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,,,1,s,d,s2,chla,"",4.0584,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,450767,bay732,twqm,main,vadeq,odu,cb8.1e,2018-11-12t00:00:00,09:14:00,15,,,1,s,d,s1,chla,"",12.282,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,450774,bay734,twqm,main,vadeq,odu,le3.6,2018-12-13t00:00:00,09:18:00,10,,,1,s,d,s1,chla,"",20.1585,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,450773,bay732,twqm,main,vadeq,odu,le3.6,2018-11-13t00:00:00,07:54:00,9,,,1,s,d,s1,chla,"",13.4568,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,451056,bay731,twqm,main,mddnr,mddnr,cb5.3,2018-10-17t00:00:00,10:35:00,26.5,12.5,20.5,11,ap,d,s1,chla,"",3.204,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,451056,bay731,twqm,main,mddnr,mddnr,cb5.3,2018-10-17t00:00:00,10:35:00,26.5,12.5,20.5,25,b,d,s1,chla,"",2.563,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,450767,bay732,twqm,main,vadeq,odu,cb8.1e,2018-11-12t00:00:00,09:14:00,15,,,14,b,d,s1,chla,"",8.544,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,450766,bay734,twqm,main,vadeq,odu,cb8.1,2018-12-13t00:00:00,15:50:00,9,,,8,b,d,s1,chla,"",6.8085,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,450783,bay732,twqm,main,vadeq,odu,we4.3,2018-11-13t00:00:00,12:14:00,5,,,4,b,d,s1,chla,"",18.2628,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,450783,bay732,twqm,main,vadeq,odu,we4.3,2018-11-13t00:00:00,12:14:00,5,,,1,s,d,s1,chla,"",20.826,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,450784,bay734,twqm,main,vadeq,odu,we4.3,2018-12-11t00:00:00,13:26:00,5,,,4,b,d,s1,chla,"",11.3208,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,451056,bay731,twqm,main,mddnr,mddnr,cb5.3,2018-10-17t00:00:00,10:35:00,26.5,12.5,20.5,22,bp,d,s1,chla,"",1.282,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,451056,bay731,twqm,main,mddnr,mddnr,cb5.3,2018-10-17t00:00:00,10:35:00,26.5,12.5,20.5,0.5,s,d,s1,chla,"",6.835,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453137,bay734,twqm,main,mddnr,mddnr,cb5.3,2018-12-11t00:00:00,10:22:00,26.5,4.5,23.5,25,bp,d,s1,chla,"",2.003,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,451750,bay732,twqm,main,mddnr,mddnr,cb5.3,2018-11-19t00:00:00,10:17:00,27.5,4.5,12.5,26,b,d,s1,chla,"",4.486,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,451750,bay732,twqm,main,mddnr,mddnr,cb5.3,2018-11-19t00:00:00,10:17:00,27.5,4.5,12.5,3,ap,d,s1,chla,"",14.189,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,451750,bay732,twqm,main,mddnr,mddnr,cb5.3,2018-11-19t00:00:00,10:17:00,27.5,4.5,12.5,14,bp,d,s1,chla,"",4.577,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453137,bay734,twqm,main,mddnr,mddnr,cb5.3,2018-12-11t00:00:00,10:22:00,26.5,4.5,23.5,0.5,s,d,s1,chla,"",11.481,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453137,bay734,twqm,main,mddnr,mddnr,cb5.3,2018-12-11t00:00:00,10:22:00,26.5,4.5,23.5,3,ap,d,s1,chla,"",12.549,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,451750,bay732,twqm,main,mddnr,mddnr,cb5.3,2018-11-19t00:00:00,10:17:00,27.5,4.5,12.5,0.5,s,d,s1,chla,"",15.41,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453137,bay734,twqm,main,mddnr,mddnr,cb5.3,2018-12-11t00:00:00,10:22:00,26.5,4.5,23.5,25,b,d,s1,chla,"",1.869,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453603,bay716,twqm,main,mddnr,mddnr,cb5.3,2018-03-27t00:00:00,10:43:00,28,2.5,13.5,0.5,s,d,s1,chla,"",11.214,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453603,bay716,twqm,main,mddnr,mddnr,cb5.3,2018-03-27t00:00:00,10:43:00,28,2.5,13.5,15,bp,d,s1,chla,"",20.078,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453603,bay716,twqm,main,mddnr,mddnr,cb5.3,2018-03-27t00:00:00,10:43:00,28,2.5,13.5,27,b,d,s1,chla,"",21.787,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,453603,bay716,twqm,main,mddnr,mddnr,cb5.3,2018-03-27t00:00:00,10:43:00,28,2.5,13.5,1,ap,d,s1,chla,"",12.282,ug/l,l01,cbl,"",,,"",37.91011,-76.17137,t3
2080101,455740,bay747,twqm,main,vadeq,odu,cb5.4w,2019-06-25t00:00:00,08:13:00,5,,,4,b,d,s1,chla,"",14.952,ug/l,l01,odu,"",,,"",37.81347,-76.29467,t3
2080101,455749,bay747,twqm,main,vadeq,odu,cb6.2,2019-06-25t00:00:00,12:33:00,10,8,8,1,s,d,s1,chla,"",14.062,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,455755,bay747,twqm,main,vadeq,odu,cb6.4,2019-06-25t00:00:00,14:04:00,9,6,6,8,b,d,s1,chla,"",7.12,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,455755,bay747,twqm,main,vadeq,odu,cb6.4,2019-06-25t00:00:00,14:04:00,9,6,6,5,ap,d,s1,chla,"",13.528,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,455737,bay747,twqm,main,vadeq,odu,cb5.4,2019-06-25t00:00:00,08:48:00,32,9,12,13,bp,d,s1,chla,"",2.492,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,455737,bay747,twqm,main,vadeq,odu,cb5.4,2019-06-25t00:00:00,08:48:00,32,9,12,8,ap,d,s1,chla,"",16.554,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,455737,bay747,twqm,main,vadeq,odu,cb5.4,2019-06-25t00:00:00,08:48:00,32,9,12,1,s,d,s1,chla,"",17.444,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,455737,bay747,twqm,main,vadeq,odu,cb5.4,2019-06-25t00:00:00,08:48:00,32,9,12,31,b,d,s1,chla,"",2.314,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,455752,bay747,twqm,main,vadeq,odu,cb6.3,2019-06-25t00:00:00,13:06:00,12,7,7,1,s,d,s1,chla,"",13.706,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,455743,bay747,twqm,main,vadeq,odu,cb5.5,2019-06-25t00:00:00,09:43:00,15,4,13,14,bp,d,s1,chla,"",4.628,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.6918,-76.18967,t3
2080101,455765,bay747,twqm,main,vadeq,odu,cb7.2e,2019-06-24t00:00:00,10:57:00,12,,,1,s,d,s1,chla,"",12.549,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,455746,bay747,twqm,main,vadeq,odu,cb6.1,2019-06-25t00:00:00,10:27:00,12,9,9,10,bp,d,s1,chla,"",2.59371,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,455749,bay747,twqm,main,vadeq,odu,cb6.2,2019-06-25t00:00:00,12:33:00,10,8,8,9,bp,d,s1,chla,"",2.67,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.4868,-76.15633,t3
2080101,455740,bay747,twqm,main,vadeq,odu,cb5.4w,2019-06-25t00:00:00,08:13:00,5,,,1,s,d,s1,chla,"",16.02,ug/l,l01,odu,"",,,"",37.81347,-76.29467,t3
2080101,455743,bay747,twqm,main,vadeq,odu,cb5.5,2019-06-25t00:00:00,09:43:00,15,4,13,3,ap,d,s1,chla,"",17.266,ug/l,l01,odu,"",,,"",37.6918,-76.18967,t3
2080101,455743,bay747,twqm,main,vadeq,odu,cb5.5,2019-06-25t00:00:00,09:43:00,15,4,13,1,s,d,s1,chla,"",18.156,ug/l,l01,odu,"",,,"",37.6918,-76.18967,t3
2080101,455743,bay747,twqm,main,vadeq,odu,cb5.5,2019-06-25t00:00:00,09:43:00,15,4,13,14,b,d,s1,chla,"",4.628,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.6918,-76.18967,t3
2080101,455749,bay747,twqm,main,vadeq,odu,cb6.2,2019-06-25t00:00:00,12:33:00,10,8,8,7,ap,d,s1,chla,"",11.57,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,455746,bay747,twqm,main,vadeq,odu,cb6.1,2019-06-25t00:00:00,10:27:00,12,9,9,11,b,d,s1,chla,<,1.926,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,455746,bay747,twqm,main,vadeq,odu,cb6.1,2019-06-25t00:00:00,10:27:00,12,9,9,8,ap,d,s1,chla,"",9.45943,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,455746,bay747,twqm,main,vadeq,odu,cb6.1,2019-06-25t00:00:00,10:27:00,12,9,9,1,s,d,s1,chla,"",16.93543,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,455752,bay747,twqm,main,vadeq,odu,cb6.3,2019-06-25t00:00:00,13:06:00,12,7,7,8,bp,d,s1,chla,"",,ug/l,l01,odu,a,,,added_acid_to_extract_before_taking_first_set_of_absorbance_readings.,37.41153,-76.15966,t3
2080101,455755,bay747,twqm,main,vadeq,odu,cb6.4,2019-06-25t00:00:00,14:04:00,9,6,6,7,bp,d,s1,chla,"",8.01,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,455757,bay747,twqm,main,vadeq,odu,cb7.1,2019-06-24t00:00:00,13:18:00,18,,,1,s,d,s1,chla,"",16.287,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,455755,bay747,twqm,main,vadeq,odu,cb6.4,2019-06-25t00:00:00,14:04:00,9,6,6,1,s,d,s1,chla,"",18.69,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,455761,bay747,twqm,main,vadeq,odu,cb7.1s,2019-06-24t00:00:00,12:28:00,16,,,15,b,d,s1,chla,"",2.44114,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,455752,bay747,twqm,main,vadeq,odu,cb6.3,2019-06-25t00:00:00,13:06:00,12,7,7,6,ap,d,s1,chla,"",10.324,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,455749,bay747,twqm,main,vadeq,odu,cb6.2,2019-06-25t00:00:00,12:33:00,10,8,8,9,b,d,s1,chla,"",4.094,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.4868,-76.15633,t3
2080101,455752,bay747,twqm,main,vadeq,odu,cb6.3,2019-06-25t00:00:00,13:06:00,12,7,7,11,b,d,s1,chla,"",2.136,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,455763,bay747,twqm,main,vadeq,odu,cb7.2,2019-06-24t00:00:00,11:22:00,21,,,20,b,d,s1,chla,"",2.2695,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,455763,bay747,twqm,main,vadeq,odu,cb7.2,2019-06-24t00:00:00,11:22:00,21,,,1,s,d,s1,chla,"",11.6145,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,455757,bay747,twqm,main,vadeq,odu,cb7.1,2019-06-24t00:00:00,13:18:00,18,,,17,b,d,s1,chla,"",2.59371,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,455761,bay747,twqm,main,vadeq,odu,cb7.1s,2019-06-24t00:00:00,12:28:00,16,,,1,s,d,s1,chla,"",13.617,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,455767,bay747,twqm,main,vadeq,odu,cb7.3,2019-06-24t00:00:00,08:48:00,13,5,5,6,bp,d,s1,chla,"",6.408,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,455767,bay747,twqm,main,vadeq,odu,cb7.3,2019-06-24t00:00:00,08:48:00,13,5,5,1,s,d,s1,chla,"",8.1168,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,455773,bay747,twqm,main,vadeq,odu,cb7.4n,2019-06-26t00:00:00,09:33:00,10,,,1,s,d,s1,chla,"",5.03486,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,455775,bay747,twqm,main,vadeq,odu,cb8.1,2019-06-26t00:00:00,11:37:00,9,,,1,s,d,s1,chla,"",8.84914,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,455765,bay747,twqm,main,vadeq,odu,cb7.2e,2019-06-24t00:00:00,10:57:00,12,,,11,b,d,s1,chla,"",3.738,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,455767,bay747,twqm,main,vadeq,odu,cb7.3,2019-06-24t00:00:00,08:48:00,13,5,5,12,b,d,s1,chla,"",3.204,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,1,s,d,s1,chla,"",10.146,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,455771,bay747,twqm,main,vadeq,odu,cb7.4,2019-06-26t00:00:00,10:07:00,14,4,5,3,ap,d,s1,chla,"",6.408,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,455771,bay747,twqm,main,vadeq,odu,cb7.4,2019-06-26t00:00:00,10:07:00,14,4,5,6,bp,d,s1,chla,"",4.4055,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,455777,bay747,twqm,main,vadeq,odu,cb8.1e,2019-06-26t00:00:00,10:43:00,14,,,1,s,d,s1,chla,"",7.476,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,455773,bay747,twqm,main,vadeq,odu,cb7.4n,2019-06-26t00:00:00,09:33:00,10,,,9,b,d,s2,chla,"",2.74629,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,455775,bay747,twqm,main,vadeq,odu,cb8.1,2019-06-26t00:00:00,11:37:00,9,,,8,b,d,s1,chla,"",3.50914,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,455773,bay747,twqm,main,vadeq,odu,cb7.4n,2019-06-26t00:00:00,09:33:00,10,,,9,b,d,s1,chla,"",3.204,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,455777,bay747,twqm,main,vadeq,odu,cb8.1e,2019-06-26t00:00:00,10:43:00,14,,,13,b,d,s1,chla,"",1.98343,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
